kello,onntyyppi,lkmpp,lkmjk,lkmmuukulk,lkmhapa,lkmlaka,lkmmo,lkmmp,x,vvonn,kkonn,vakav,y
13.00-13.59,4,1,0,0,1,0,0,0,395487.37,2020,9,2,6680372.12
19.00-19.59,6,0,1,0,1,0,0,0,395294.66,2020,1,2,6680858
06.00-06.59,3,1,0,0,1,0,0,0,394902.47,2020,8,2,6681707.09
22.00-22.59,8,0,0,0,1,0,0,0,395500.62,2020,4,2,6681227.93
13.00-13.59,8,0,0,0,1,0,0,0,398934.64,2020,1,2,6681984.81
11.00-11.59,0,0,0,0,2,0,0,0,400228.03,2020,2,2,6682284.28
09.00-09.59,8,0,0,0,1,0,0,0,395515.27,2020,5,2,6682398.57
16.00-16.59,0,0,0,0,1,1,0,0,401408.87,2020,10,2,6682793.32
17.00-17.59,8,0,0,0,1,0,0,0,395012.92,2020,1,2,6682847.07
08.00-08.59,0,0,0,0,1,1,0,0,394987.55,2020,1,2,6682876.43
17.00-17.59,0,0,0,0,1,0,0,1,394754.12,2020,8,2,6683162.74
08.00-08.59,1,1,0,0,1,0,0,0,395748.57,2020,8,2,6684023.78
07.00-07.59,2,0,0,0,2,0,0,0,400543.58,2020,4,2,6683290.67
08.00-08.59,3,0,0,0,2,0,0,0,394890.57,2020,11,2,6683973.05
15.00-15.59,0,0,0,0,2,0,0,0,394560.5,2020,3,2,6684496.95
07.00-07.59,0,0,0,0,2,0,0,0,402127.12,2020,9,2,6683004.66
14.00-14.59,9,0,0,0,0,0,0,1,405493.03,2020,6,2,6683516.3
18.00-18.59,4,1,0,0,1,0,0,0,402287.88,2020,6,2,6681862.62
19.00-19.59,9,0,0,0,1,0,0,0,403324.54,2020,7,2,6683327.93
12.00-12.59,0,0,0,0,1,1,0,0,404459.17,2020,12,2,6683451.26
16.00-16.59,7,0,1,0,1,0,0,0,387062,2020,11,2,6674202
20.00-20.59,0,0,0,0,1,0,1,0,387027.85,2020,8,2,6673543.18
08.00-08.59,1,1,0,0,0,1,0,0,387307.68,2020,8,2,6673897.48
19.00-19.59,5,1,0,0,0,1,0,0,387788.71,2020,8,2,6673911.04
13.00-13.59,1,0,0,1,1,0,0,0,386965.82,2020,10,2,6674046.08
13.00-13.59,8,0,0,0,1,0,0,0,387402.26,2020,10,2,6674148.9
17.00-17.59,4,1,0,0,1,0,0,0,392042.12,2020,5,2,6671504.06
20.00-20.59,0,0,0,0,2,0,0,0,387096.54,2020,7,2,6671619.75
17.00-17.59,1,1,0,0,1,0,0,0,391864.53,2020,2,2,6673456.32
17.00-17.59,1,0,0,0,2,0,0,0,390939.81,2020,1,2,6672796.09
19.00-19.59,7,0,1,1,0,0,0,0,387519.31,2020,2,3,6671737.36
23.00-23.59,5,0,0,0,2,0,0,0,386848.51,2020,7,2,6673252.11
11.00-11.59,4,1,0,0,1,0,0,0,386921.57,2020,1,2,6673433.09
12.00-12.59,5,1,0,0,0,1,0,0,386382.89,2020,9,2,6673955.22
23.00-23.59,6,0,1,0,1,0,0,0,386666.32,2020,12,2,6674020.98
02.00-02.59,0,1,0,0,1,0,0,0,386697.18,2020,10,2,6674025.4
15.00-15.59,1,1,0,0,1,0,0,0,386654.97,2020,8,2,6673126.01
16.00-16.59,8,0,0,0,0,0,0,1,386760.35,2020,4,2,6673192.04
14.00-14.59,3,1,0,0,1,0,0,0,386445.02,2020,10,2,6673178.55
15.00-15.59,7,0,1,0,1,0,0,0,386409.74,2020,2,2,6673186
19.00-19.59,0,0,0,0,1,0,0,1,386655.43,2020,5,2,6673127.4
13.00-13.59,7,0,1,0,1,0,0,0,386864.94,2020,6,2,6670829.42
17.00-17.59,2,2,0,0,0,0,0,0,386565.5,2020,6,2,6671224.19
18.00-18.59,6,0,1,1,0,0,0,0,386452.81,2020,1,3,6672103.73
16.00-16.59,2,0,0,0,2,0,0,0,386688.27,2020,6,3,6672849.35
00.00-00.59,7,1,1,0,0,0,0,0,386688.71,2020,8,2,6671932.93
10.00-10.59,0,0,0,0,2,0,0,0,385363.96,2020,5,2,6672265.96
02.00-02.59,0,0,0,0,2,0,0,0,385337.73,2020,6,2,6672593.19
07.00-07.59,0,0,0,0,1,1,0,0,385451.55,2020,8,2,6673825.73
22.00-22.59,5,1,0,0,1,0,0,0,385320.11,2020,8,2,6672633.47
22.00-22.59,1,1,0,0,1,0,0,0,385785.28,2020,8,2,6673885.42
18.00-18.59,6,0,1,0,1,0,0,0,386123,2020,12,2,6671623.18
03.00-03.59,4,0,0,0,2,0,0,0,385570.29,2020,6,2,6671704.9
07.00-07.59,2,0,1,0,3,0,0,0,385327.66,2020,11,2,6671787.76
18.00-18.59,1,1,0,0,1,0,0,0,385796.97,2020,4,2,6671877.67
13.00-13.59,6,0,1,0,1,0,0,0,385402.69,2020,3,2,6671971.68
19.00-19.59,0,0,0,0,1,0,0,1,385674.43,2020,5,2,6670393.18
17.00-17.59,4,0,0,0,2,0,0,0,385724.51,2020,1,2,6670791.11
12.00-12.59,6,0,1,0,1,0,0,0,385839.81,2020,3,2,6671290.5
09.00-09.59,3,0,0,1,1,0,0,0,385710.02,2020,10,2,6671500.53
11.00-11.59,6,0,1,0,1,0,0,0,385827.82,2020,1,2,6671309.68
15.00-15.59,4,1,0,0,1,0,0,0,391270.93,2020,5,2,6676331.2
11.00-11.59,8,0,0,0,1,0,0,0,391638.22,2020,9,2,6675878.52
07.00-07.59,1,0,0,0,1,1,0,0,392576.57,2020,11,2,6676130.28
11.00-11.59,1,1,0,0,1,0,0,0,392259.64,2020,2,2,6676215.52
20.00-20.59,1,1,0,0,0,1,0,0,392259.58,2020,3,2,6676215.55
15.00-15.59,1,0,0,0,2,0,0,0,392249.32,2020,8,2,6676219.77
09.00-09.59,1,0,0,0,2,0,0,0,391532.48,2020,9,2,6675424.71
07.00-07.59,5,0,0,0,2,0,0,0,391248.77,2020,12,2,6674816.79
11.00-11.59,4,1,0,0,1,0,0,0,392649.96,2020,10,2,6674779.4
15.00-15.59,1,1,0,0,0,1,0,0,391118.23,2020,5,1,6674561.88
14.00-14.59,6,0,2,0,1,0,0,0,393373.59,2020,1,2,6675713.46
08.00-08.59,0,0,0,0,5,0,0,0,387061.35,2020,3,2,6675554.9
21.00-21.59,0,0,0,0,1,0,0,1,387305.13,2020,6,2,6675976.72
18.00-18.59,4,1,0,0,1,0,0,0,387224.65,2020,2,2,6676007.67
13.00-13.59,0,0,0,0,2,0,0,0,387174.66,2020,2,2,6675707.25
07.00-07.59,4,1,0,0,1,0,0,0,387267.68,2020,10,2,6675749.52
15.00-15.59,7,0,1,0,1,0,0,0,391017.54,2020,1,3,6674909.86
09.00-09.59,8,0,0,0,1,0,0,0,387004.71,2020,10,2,6675145.81
12.00-12.59,0,2,0,0,0,0,0,0,387292.64,2020,7,3,6675376.71
08.00-08.59,5,1,0,0,1,0,0,0,387008.53,2020,9,2,6675296.34
15.00-15.59,0,0,0,0,3,0,0,0,387348.73,2020,11,2,6675341.38
20.00-20.59,9,1,0,0,1,0,0,0,387150.32,2020,5,3,6674264.97
03.00-03.59,4,0,0,0,2,0,0,0,387121.41,2020,8,2,6674275.36
13.00-13.59,3,0,0,0,1,0,0,1,386968.24,2020,8,2,6674540.76
16.00-16.59,0,0,0,0,2,0,0,0,387139.31,2020,11,2,6674642.28
16.00-16.59,8,0,0,0,1,0,0,0,390918.1,2020,9,2,6674784.84
18.00-18.59,6,0,1,1,0,0,0,0,386285.49,2020,11,1,6675206.52
12.00-12.59,1,0,0,1,1,0,0,0,385453.87,2020,11,2,6675253.69
21.00-21.59,7,1,1,0,0,0,0,0,385450.19,2020,2,2,6675550.18
17.00-17.59,1,2,0,0,0,0,0,0,385445.77,2020,5,2,6675573.19
00.00-00.59,4,0,0,0,1,0,0,1,386122.18,2020,8,2,6676406.14
14.00-14.59,0,0,0,0,2,0,0,0,386246.12,2020,12,2,6674767.26
13.00-13.59,0,0,1,0,2,0,0,0,386321.81,2020,11,2,6674809.92
13.00-13.59,4,0,0,0,2,0,0,0,386733.24,2020,2,2,6674830.71
08.00-08.59,4,0,0,0,3,0,0,0,386738.14,2020,11,2,6674831.02
12.00-12.59,1,1,0,1,0,0,0,0,386822.73,2020,5,2,6675005.02
21.00-21.59,3,0,0,0,1,1,0,0,386960.89,2020,3,3,6674276.2
04.00-04.59,6,0,1,0,1,0,0,0,386952.93,2020,3,3,6674520.17
13.00-13.59,3,1,0,0,1,0,0,0,386655.97,2020,8,2,6674250.96
20.00-20.59,0,0,0,0,2,0,0,0,386651.27,2020,6,2,6674411.48
16.00-16.59,2,2,0,0,0,0,0,0,386518.23,2020,7,3,6674487.93
10.00-10.59,4,1,0,0,0,1,0,0,393841.25,2020,6,2,6676191.65
02.00-02.59,8,0,0,0,1,0,0,0,394150.88,2020,9,2,6676334.17
14.00-14.59,4,1,0,0,1,0,0,0,393962.83,2020,6,2,6676437.38
14.00-14.59,9,0,0,0,4,0,0,0,396768.57,2020,5,2,6676437.59
16.00-16.59,6,0,1,0,1,0,0,0,393554.99,2020,11,2,6676471.45
19.00-19.59,9,0,0,0,0,0,0,1,395794.41,2020,6,2,6675735.11
17.00-17.59,0,1,0,0,1,0,0,0,396657.2,2020,1,3,6674378.68
19.00-19.59,1,0,0,0,1,0,0,1,396737.3,2020,8,2,6675756.03
00.00-00.59,4,1,0,0,1,0,0,0,396778.15,2020,3,2,6675764.63
15.00-15.59,2,0,0,0,4,0,0,0,396705.23,2020,9,2,6675935.9
10.00-10.59,7,0,1,0,0,0,1,0,395376,2020,11,2,6675951.59
